Gene_accession no.	class
ant(2'')-Ia_1_X04555	aminoglycoside
ant(2'')-Ia_10_HM367617	aminoglycoside
ant(2'')-Ia_11_HM367620	aminoglycoside
ant(2'')-Ia_12_HQ880250	aminoglycoside
ant(2'')-Ia_13_DQ176450	aminoglycoside
ant(2'')-Ia_14_DQ266447	aminoglycoside
ant(2'')-Ia_15_EF205594	aminoglycoside
ant(2'')-Ia_16_HQ386848	aminoglycoside
ant(2'')-Ia_17_JTTZ01000034	aminoglycoside
ant(2'')-Ia_19_GQ466184	aminoglycoside
ant(2'')-Ia_2_JF826500	aminoglycoside
ant(2'')-Ia_20_AY139599	aminoglycoside
ant(2'')-Ia_3_X74412	aminoglycoside
ant(2'')-Ia_4_AF458082	aminoglycoside
ant(2'')-Ia_5_AY139594	aminoglycoside
ant(2'')-Ia_6_AJ871915	aminoglycoside
ant(2'')-Ia_7_DQ018384	aminoglycoside
ant(2'')-Ia_8_AY920928	aminoglycoside
ant(2'')-Ia_9_HM367610	aminoglycoside
ant(3'')-Ia_1_X02340	aminoglycoside
ant(3'')-Ii-aac(6')-IId_1_AF453998	aminoglycoside
ant(4')-Ib_1_AJ506108	aminoglycoside
ant(4')-IIa_1_M98270	aminoglycoside
ant(4')-IIb_1_AY114142	aminoglycoside
ant(6)-Ia_1_AF330699	aminoglycoside
ant(6)-Ia_2_KF421157	aminoglycoside
ant(6)-Ia_3_KF864551	aminoglycoside
ant(6)-Ia_5_AB247327	aminoglycoside
ant(6)-Ib_1_FN594949	aminoglycoside
ant(9)-Ia_1_X02588	aminoglycoside
ant(9)-Ia_2_M69221	aminoglycoside
aph(2'')-Ia_2_AP009486	aminoglycoside
aph(2'')-Ia_3_AJ536195	aminoglycoside
aph(2'')-Ib_1_AF337947	aminoglycoside
aph(2'')-Ib_2_AF207840	aminoglycoside
aph(2'')-Ib_3_KF652098	aminoglycoside
aph(2'')-Ic_1_U51479	aminoglycoside
aph(2'')-Id_1_AF016483	aminoglycoside
aph(2'')-Ie_1_AY743255	aminoglycoside
aph(2'')-If_1_KF652097	aminoglycoside
aph(2'')-If_2_AY701528	aminoglycoside
aph(2'')-Ig_1_CP004067	aminoglycoside
aph(2'')-Ih_1_KF652096	aminoglycoside
aph(3')-Ia_1_V00359	aminoglycoside
aph(3'')-Ia_1_X53527	aminoglycoside
aph(3')-Ia_10_EU855787	aminoglycoside
aph(3'')-Ia_2_AP009493	aminoglycoside
aph(3')-Ia_2_EU287476	aminoglycoside
aph(3')-Ia_3_EF015636	aminoglycoside
aph(3'')-Ia_3_M37378	aminoglycoside
aph(3')-Ia_4_AF498082	aminoglycoside
aph(3')-Ia_5_AP004237	aminoglycoside
aph(3')-Ia_6_L05392	aminoglycoside
aph(3')-Ia_7_X62115	aminoglycoside
aph(3')-Ia_8_Y00452	aminoglycoside
aph(3')-Ia_9_EU722351	aminoglycoside
aph(3')-Ib_1_M20305	aminoglycoside
aph(3'')-Ib_1_M28829	aminoglycoside
aph(3'')-Ib_2_AF024602	aminoglycoside
aph(3')-Ib_2_AJ744860	aminoglycoside
aph(3'')-Ib_3_AF321550	aminoglycoside
aph(3'')-Ib_4_AF313472	aminoglycoside
aph(3'')-Ib_5_AF321551	aminoglycoside
aph(3'')-Ic_1_DQ336355	aminoglycoside
aph(3')-Id_1_Z48231	aminoglycoside
aph(3')-IIa_1_X57709	aminoglycoside
aph(3')-IIa_2_V00618	aminoglycoside
aph(3')-IIb_1_X90856	aminoglycoside
aph(3')-IIb_2_CP006832	aminoglycoside
aph(3')-IIc_1_AM743169	aminoglycoside
aph(3')-III_1_M26832	aminoglycoside
aph(3')-IIIa_1_AF330699	aminoglycoside
aph(3')-IIIa_2_AJ490186	aminoglycoside
aph(3')-IIIa_3_AB247327	aminoglycoside
aph(3')-IV_1_X03364	aminoglycoside
aph(3')-IX_1_APPN01000061	aminoglycoside
aph(3')-Va_1_K00432	aminoglycoside
aph(3')-Va_2_AB211959	aminoglycoside
aph(3')-Vb_1_M22126	aminoglycoside
aph(3')-Vb_2_AJ744850	aminoglycoside
aph(3')-Vc_1_S81599	aminoglycoside
aph(3')-VI_1_KC170992	aminoglycoside
aph(3')-VI_2_APPJ01000012	aminoglycoside
aph(3')-VIa_1_X07753	aminoglycoside
aph(3')-VIb_1_AJ627643	aminoglycoside
aph(3')-VIIa_1_M29953	aminoglycoside
aph(3')-VIII_1_ATGI01000028	aminoglycoside
aph(3')-XV_1_Y18050	aminoglycoside
aph(3')-XV_2_GQ626879	aminoglycoside
aph(3')-XV_3_EU165039	aminoglycoside
aph(4)-Ia_1_V01499	aminoglycoside
aph(6)-Ia_1_AY971801	aminoglycoside
aph(6)-Ia_2_Y00459	aminoglycoside
aph(6)-Ib_1_X05648	aminoglycoside
aph(6)-Ic_1_X01702	aminoglycoside
aph(6)-Id_1_M28829	aminoglycoside
aph(6)-Id_2_AF024602	aminoglycoside
aph(6)-Id_3_AB109805	aminoglycoside
aph(6)-Id_4_CP000971	aminoglycoside
aph(6)-Id_5_18676889	aminoglycoside
aph(7'')-Ia_1_X03615	aminoglycoside
aph(9)-Ia_1_U94857	aminoglycoside
aph(9)-Ia_2_CR628337	aminoglycoside
aph(9)-Ib_1_U70376	aminoglycoside
armA_1_AY220558	aminoglycoside
fmrO_1_Q08325	aminoglycoside
grmA_1_M55520	aminoglycoside
grmB_1_M55521	aminoglycoside
grmO_1_AY524043	aminoglycoside
kamB_1_AJ629123	aminoglycoside
kgmB_1_S60108	aminoglycoside
kmr_1_ENA_ACB88605	aminoglycoside
npmA_1_AB261016	aminoglycoside
rmtA_1_AB120321	aminoglycoside
rmtB_1_AB103506	aminoglycoside
rmtB2_1_JN968578	aminoglycoside
rmtC_1_AB194779	aminoglycoside
rmtD_1_DQ914960	aminoglycoside
rmtD2_1_HQ401565	aminoglycoside
rmtE_1_GU201947	aminoglycoside
rmtF_1_JQ808129	aminoglycoside
rmtG_1_JX486113	aminoglycoside
rmtH_1_KC544262	aminoglycoside
sgm_1_M87057	aminoglycoside
str_1_X92946	aminoglycoside
str_2_FN435330	aminoglycoside
str_3_AM932524	aminoglycoside
aac(2')-Ia_1_L06156	aminoglycoside
aac(2')-Ib_1_U41471	aminoglycoside
aac(2')-Ic_1_U72714	aminoglycoside
aac(2')-Id_1_U72743	aminoglycoside
aac(2')-Ie_1_NC011896	aminoglycoside
aac(2')-IIa_1_AB669090	aminoglycoside
aac(3)-I_1_AJ877225	aminoglycoside
aac(3)-Ia_1_X15852	aminoglycoside
aac(3)-Ib_1_L06157	aminoglycoside
aac(3)-Ib-aac(6')-Ib_1_AF355189	aminoglycoside
aac(3)-Ic_1_AJ511268	aminoglycoside
aac(3)-Id_1_AB114632	aminoglycoside
aac(3)-If_1_AY884051	aminoglycoside
aac(3)-Ig_1_CP000282	aminoglycoside
aac(3)-Ih_1_CP000490	aminoglycoside
aac(3)-Ii_1_CP000356	aminoglycoside
aac(3)-IIa_1_X51534	aminoglycoside
aac(3)-IIa_2_AY138987	aminoglycoside
aac(3)-IIa_3_X13543	aminoglycoside
aac(3)-IIa_4_L22613	aminoglycoside
aac(3)-IIa_5_FJ012882	aminoglycoside
aac(3)-IIa_6_CP023555	aminoglycoside
aac(3)-IIb_1_M97172	aminoglycoside
aac(3)-IIc_1_X54723	aminoglycoside
aac(3)-IId_1_EU022314	aminoglycoside
aac(3)-IIe_1_EU022315	aminoglycoside
aac(3)-IIIa_1_X55652	aminoglycoside
aac(3)-IIIb_1_L06160	aminoglycoside
aac(3)-IIIb_2_LLLC01000048	aminoglycoside
aac(3)-IIIc_1_L06161	aminoglycoside
aac(3)-IV_1_DQ241380	aminoglycoside
aac(3)-IVa_1_X01385	aminoglycoside
aac(3)-IXa_1_M55427	aminoglycoside
aac(3)-VIa_1_M88012	aminoglycoside
aac(3)-VIa_2_NC_009838	aminoglycoside
aac(3)-VIIa_1_M22999	aminoglycoside
aac(3)-VIII_1_AB211959	aminoglycoside
aac(3)-VIII_2_AJ843080	aminoglycoside
aac(3)-VIII_3_AJ748131	aminoglycoside
aac(3)-VIIIa_1_M55426	aminoglycoside
aac(3)-Xa_1_AB028210	aminoglycoside
aac(3)-XI_1_CTEG01000046	aminoglycoside
aac(6')-29a_1_AF263519	aminoglycoside
aac(6')-29b_1_AF263519	aminoglycoside
aac(6')-30-aac(6')-Ib'_1_AJ584652	aminoglycoside
aac(6')-31_1_AM283489	aminoglycoside
aac(6')-32_1_EF614235	aminoglycoside
aac(6')-33_1_GQ337064	aminoglycoside
aac(6')-aph(2'')_1_M13771	aminoglycoside
aac(6')-I30_1_AY289608	aminoglycoside
aac(6')-Ia_1_M18967	aminoglycoside
aac(6')-Ia_2_M86913	aminoglycoside
aac(6')-Iad_1_AB119105	aminoglycoside
aac(6')-Iae_1_AB104852	aminoglycoside
aac(6')-Iaf_1_AB462903	aminoglycoside
aac(6')-Iag_1_AB472901	aminoglycoside
aac(6')-Iai_1_EU886977	aminoglycoside
aac(6')-Iaj_1_AB709942	aminoglycoside
aac(6')-Iak_1_AB894482	aminoglycoside
aac(6')-Ian_1_AP014611	aminoglycoside
aac(6')-Ib_1_M21682	aminoglycoside
aac(6')-Ib_2_M23634	aminoglycoside
aac(6')-Ib11_1_AY136758	aminoglycoside
aac(6')-Ib3_1_X60321	aminoglycoside
aac(6')-Ib-cr_1_DQ303918	aminoglycoside, quinolone
aac(6')-Ib-cr_2_EF636461	aminoglycoside, quinolone
aac(6')-Ib-Hangzhou_1_FJ503047	aminoglycoside
aac(6')-Ic_1_M94066	aminoglycoside
aac(6')-If_1_X55353	aminoglycoside
aac(6')-Ig_1_L09246	aminoglycoside
aac(6')-Ih_1_L29044	aminoglycoside
aac(6')-Ih_2_KT778788	aminoglycoside
aac(6')-Ii_1_L12710	aminoglycoside
aac(6')-IIa_1_M29695	aminoglycoside
aac(6')-IIb_1_L06163	aminoglycoside
aac(6')-IIc_1_NC_012555	aminoglycoside
aac(6')-Iid_1_AJ584700	aminoglycoside
aac(6')-Iih_1_AJ584701	aminoglycoside
aac(6')-Ij_1_L29045	aminoglycoside
aac(6')-Ik_1_L29510	aminoglycoside
aac(6')-Il_1_U13880	aminoglycoside
aac(6')-Im_1_AF337947	aminoglycoside
aac(6')-Im_2_Z54241	aminoglycoside
aac(6')-Iq_1_AF047556	aminoglycoside
aac(6')-Ir_1_AF031326	aminoglycoside
aac(6')-Is_1_AF031327	aminoglycoside
aac(6')-Isa_1_AB116646	aminoglycoside
aac(6')-It_1_AF031328	aminoglycoside
aac(6')-Iu_1_AF031329	aminoglycoside
aac(6')-Iv_1_AF031330	aminoglycoside
aac(6')-Iw_1_AF031331	aminoglycoside
aac(6')-Ix_1_AF031332	aminoglycoside
aac(6')-Iz_1_AF140221	aminoglycoside
aac(6')-Iz_2_AB971834	aminoglycoside
aac(6')-Iaa_1_NC_003197	aminoglycoside
aacA43_1_HQ247816	aminoglycoside
aadA1_2_FJ591054	aminoglycoside
aadA1_3_JQ414041	aminoglycoside
aadA1_4_JQ480156	aminoglycoside
aadA1_5_JX185132	aminoglycoside
aadA10_1_U37105	aminoglycoside
aadA10_2_AM087405	aminoglycoside
aadA11_1_AY144590	aminoglycoside
aadA11_2_AJ567827	aminoglycoside
aadA12_1_AY665771	aminoglycoside
aadA13_1_AY713504	aminoglycoside
aadA13_2_NC010643	aminoglycoside
aadA14_1_AJ884726	aminoglycoside
aadA15_1_DQ393783	aminoglycoside
aadA16_1_EU675686	aminoglycoside
aadA17_1_FJ460181	aminoglycoside
aadA1b_1_M95287	aminoglycoside
aadA2_1_NC_010870	aminoglycoside
aadA2_2_JQ364967	aminoglycoside
aadA21_1_AY171244	aminoglycoside
aadA22_1_AM261837	aminoglycoside
aadA23_1_AJ809407	aminoglycoside
aadA24_1_AM711129	aminoglycoside
aadA24_1_DQ677333	aminoglycoside
aadA2b_1_D43625	aminoglycoside
aadA3_1_AF047479	aminoglycoside
aadA4_1_Z50802	aminoglycoside
aadA5_1_AF137361	aminoglycoside
aadA6_1_AF140629	aminoglycoside
aadA7_1_AF224733	aminoglycoside
aadA7_2_AB114632	aminoglycoside
aadA8_1_AF326210	aminoglycoside
aadA8b_1_AY139603	aminoglycoside
aadA8b_2_AM040708	aminoglycoside
aadA9_1_AJ420072	aminoglycoside
aadD_1_AF181950	aminoglycoside
aadD_2_M19465	aminoglycoside
aadE-Cc_1_CP013733	aminoglycoside
aadK_1_M26879	aminoglycoside
mecA_1_NC_002745	beta-lactam
mecA_2_NC_002951	beta-lactam
mecA_3_Y13095	beta-lactam
mecA_4_AB546266	beta-lactam
mecA_5_AB546267	beta-lactam
mecA_6_BX571856	beta-lactam
mecA_7_HE861945	beta-lactam
mecA_8_NC_007168	beta-lactam
mecA_9_AB505630	beta-lactam
mecA1_1_AB547235	beta-lactam
mecA1_2_AY820253	beta-lactam
mecA1_3_Y13094	beta-lactam
mecA1_4_AB547236	beta-lactam
mecA1_5_AB547234	beta-lactam
mecA2_1_AM048811	beta-lactam
mecA2_2_AB546780	beta-lactam
mecB_1_NC_011996	beta-lactam
mecC_1_FR821779	beta-lactam
mecC_2_FR823292	beta-lactam
mecC_3_KR732654	beta-lactam
mecC_4_HG515014	beta-lactam
mecC2_1_KF955540	beta-lactam
mecD_1_KY013611	beta-lactam
blaOXA-1_1_HQ170510	beta-lactam
blaOXA-2_1_DQ112222	beta-lactam
blaOXA-2_2_GQ466184	beta-lactam
blaOXA-3_1_L07945	beta-lactam
blaOXA-4_1_AY162283	beta-lactam
blaOXA-5_1_AF347074	beta-lactam
blaOXA-7_1_X75562	beta-lactam
blaOXA-9_1_KQ089875	beta-lactam
blaOXA-10_1_J03427	beta-lactam
blaOXA-11_1_Z22590	beta-lactam
blaOXA-13_1_U59183	beta-lactam
blaOXA-14_1_KJ420612	beta-lactam
blaOXA-15_1_U63835	beta-lactam
blaOXA-16_1_AF043100	beta-lactam
blaOXA-17_1_DQ902344	beta-lactam
blaOXA-18_1_U85514	beta-lactam
blaOXA-19_1_AF043381	beta-lactam
blaOXA-20_1_AY307114	beta-lactam
blaOXA-20_2_AF024602	beta-lactam
blaOXA-21_1_AB626885	beta-lactam
blaOXA-22_1_AF064820	beta-lactam
blaOXA-23_1_AY795964	beta-lactam
blaOXA-24_1_AJ239129	beta-lactam
blaOXA-25_1_AF201826	beta-lactam
blaOXA-26_1_AF201827	beta-lactam
blaOXA-27_1_AF201828	beta-lactam
blaOXA-28_1_AF231133	beta-lactam
blaOXA-29_1_AJ400619	beta-lactam
blaOXA-31_1_AF294653	beta-lactam
blaOXA-32_1_AF315351	beta-lactam
blaOXA-34_1_AF350424	beta-lactam
blaOXA-35_1_AF315786	beta-lactam
blaOXA-36_1_AF300985	beta-lactam
blaOXA-37_1_AY007784	beta-lactam
blaOXA-42_1_AJ488302	beta-lactam
blaOXA-43_1_AJ488303	beta-lactam
blaOXA-45_1_AJ519683	beta-lactam
blaOXA-46_1_AF317511	beta-lactam
blaOXA-47_1_AY237830	beta-lactam
blaOXA-48_1_AY236073	beta-lactam
blaOXA-49_1_AY288523	beta-lactam
blaOXA-50_1_AY306130	beta-lactam
blaOXA-51_1_DQ385606	beta-lactam
blaOXA-53_1_AY289608	beta-lactam
blaOXA-54_1_AY500137	beta-lactam
blaOXA-55_1_AY343493	beta-lactam
blaOXA-56_1_AY445080	beta-lactam
blaOXA-57_1_AJ631966	beta-lactam
blaOXA-58_1_AY665723	beta-lactam
blaOXA-59_1_AJ632249	beta-lactam
blaOXA-60_1_AF525303	beta-lactam
blaOXA-60d_1_AY664506	beta-lactam
blaOXA-60c_1_AY664505	beta-lactam
blaOXA-60b_1_AY664504	beta-lactam
blaOXA-61_1_AY587956	beta-lactam
blaOXA-62_1_AY423074	beta-lactam
blaOXA-63_1_AY619003	beta-lactam
blaOXA-64_1_AY750907	beta-lactam
blaOXA-65_1_AY750908	beta-lactam
blaOXA-66_1_AY750909	beta-lactam
blaOXA-67_1_DQ491200	beta-lactam
blaOXA-68_1_AY750910	beta-lactam
blaOXA-69_1_AY859527	beta-lactam
blaOXA-70_1_AY750912	beta-lactam
blaOXA-71_1_AY750913	beta-lactam
blaOXA-72_1_AY739646	beta-lactam
blaOXA-73_1_AY762325	beta-lactam
blaOXA-74_1_EU161636	beta-lactam
blaOXA-75_1_AY859529	beta-lactam
blaOXA-76_1_AY949203	beta-lactam
blaOXA-77_1_AY949202	beta-lactam
blaOXA-78_1_AY862132	beta-lactam
blaOXA-79_1_EU019534	beta-lactam
blaOXA-80_1_EU019535	beta-lactam
blaOXA-82_1_DQ987479	beta-lactam
blaOXA-83_1_DQ309277	beta-lactam
blaOXA-84_1_DQ309276	beta-lactam
blaOXA-85_1_JANA01000064	beta-lactam
blaOXA-86_1_DQ149247	beta-lactam
blaOXA-87_1_DQ348075	beta-lactam
blaOXA-88_1_DQ392963	beta-lactam
blaOXA-89_1_DQ445683	beta-lactam
blaOXA-90_1_EU547443	beta-lactam
blaOXA-91_1_DQ519086	beta-lactam
blaOXA-92_1_DQ335566	beta-lactam
blaOXA-93_1_DQ519087	beta-lactam
blaOXA-94_1_DQ519088	beta-lactam
blaOXA-95_1_DQ519089	beta-lactam
blaOXA-96_1_DQ519090	beta-lactam
blaOXA-97_1_EF102240	beta-lactam
blaOXA-98_1_EU255288	beta-lactam
blaOXA-99_1_DQ888718	beta-lactam
blaOXA-100_1_AM231720	beta-lactam
blaOXA-101_1_AM412777	beta-lactam
blaOXA-102_1_NZ_LWGP01000001	beta-lactam
blaOXA-103_1_APQF01000011	beta-lactam
blaOXA-104_1_EF581285	beta-lactam
blaOXA-106_1_EF650032	beta-lactam
blaOXA-107_1_LAVJ01000082	beta-lactam
blaOXA-108_1_EF650034	beta-lactam
blaOXA-109_1_EF650035	beta-lactam
blaOXA-110_1_EF650036	beta-lactam
blaOXA-111_1_EF650037	beta-lactam
blaOXA-112_1_EF650038	beta-lactam
blaOXA-113_1_EF653400	beta-lactam
blaOXA-114a_1_EU188842	beta-lactam
blaOXA-114b_1_HM056040	beta-lactam
blaOXA-114c_1_HM056041	beta-lactam
blaOXA-114d_1_HM104633	beta-lactam
blaOXA-114e_1_HM104634	beta-lactam
blaOXA-114f_1_HM368375	beta-lactam
blaOXA-114g_1_HM368376	beta-lactam
blaOXA-115_1_EU029998	beta-lactam
blaOXA-116_1_EU220744	beta-lactam
blaOXA-117_1_GQ423625	beta-lactam
blaOXA-118_1_AF371964	beta-lactam
blaOXA-119_1_DQ767903	beta-lactam
blaOXA-120_1_EU255289	beta-lactam
blaOXA-121_1_EU255290	beta-lactam
blaOXA-122_1_EU255291	beta-lactam
blaOXA-123_1_EU255292	beta-lactam
blaOXA-124_1_EU255293	beta-lactam
blaOXA-125_1_EU255294	beta-lactam
blaOXA-126_1_EU255295	beta-lactam
blaOXA-127_1_EU255296	beta-lactam
blaOXA-128_1_EU375515	beta-lactam
blaOXA-129_1_FJWZ01000025	beta-lactam
blaOXA-130_1_EU547445	beta-lactam
blaOXA-131_1_EU547446	beta-lactam
blaOXA-132_1_EU547447	beta-lactam
blaOXA-133_1_EU571228	beta-lactam
blaOXA-134_1_HQ122933	beta-lactam
blaOXA-136_1_EU086831	beta-lactam
blaOXA-137_1_EU086834	beta-lactam
blaOXA-138_1_EU670845	beta-lactam
blaOXA-139_1_AM991978	beta-lactam
blaOXA-141_1_EF552405	beta-lactam
blaOXA-142_1_LC169567	beta-lactam
blaOXA-143_1_GQ861437	beta-lactam
blaOXA-144_1_FJ872530	beta-lactam
blaOXA-145_1_FJ790516	beta-lactam
blaOXA-146_1_FJ194494	beta-lactam
blaOXA-147_1_FJ848783	beta-lactam
blaOXA-148_1_GQ853679	beta-lactam
blaOXA-149_1_GQ853680	beta-lactam
blaOXA-150_1_GQ853681	beta-lactam
blaOXA-151_1_CP009553	beta-lactam
blaOXA-152_1_KP771980	beta-lactam
blaOXA-153_1_KP771981	beta-lactam
blaOXA-154_1_KP771982	beta-lactam
blaOXA-155_1_KP771983	beta-lactam
blaOXA-156_1_KP771984	beta-lactam
blaOXA-157_1_KP771985	beta-lactam
blaOXA-158_1_KP771986	beta-lactam
blaOXA-159_1_KP771987	beta-lactam
blaOXA-160_1_GU199038	beta-lactam
blaOXA-161_1_GQ202693	beta-lactam
blaOXA-162_1_GU197550	beta-lactam
blaOXA-163_1_HQ700343	beta-lactam
blaOXA-164_1_GU831575	beta-lactam
blaOXA-165_1_HM488986	beta-lactam
blaOXA-166_1_HM488987	beta-lactam
blaOXA-167_1_HM488988	beta-lactam
blaOXA-168_1_HM488989	beta-lactam
blaOXA-169_1_HM488990	beta-lactam
blaOXA-170_1_HM488991	beta-lactam
blaOXA-171_1_HM488992	beta-lactam
blaOXA-172_1_HM113558	beta-lactam
blaOXA-173_1_HM113559	beta-lactam
blaOXA-174_1_HM113560	beta-lactam
blaOXA-175_1_HM113561	beta-lactam
blaOXA-176_1_HM113562	beta-lactam
blaOXA-177_1_HM113563	beta-lactam
blaOXA-178_1_HM113564	beta-lactam
blaOXA-179_1_HM570035	beta-lactam
blaOXA-180_1_HM570036	beta-lactam
blaOXA-181_1_CM004561	beta-lactam
blaOXA-182_1_HM640278	beta-lactam
blaOXA-183_1_HQ111474	beta-lactam
blaOXA-184_1_JQ396378	beta-lactam
blaOXA-185_1_JQ396379	beta-lactam
blaOXA-192_1_JF273470	beta-lactam
blaOXA-193_1_CP013032	beta-lactam
blaOXA-194_1_HQ425492	beta-lactam
blaOXA-195_1_HQ425493	beta-lactam
blaOXA-196_1_HQ425494	beta-lactam
blaOXA-197_1_HQ425495	beta-lactam
blaOXA-198_1_HQ634775	beta-lactam
blaOXA-199_1_JN704570	beta-lactam
blaOXA-200_1_HQ734811	beta-lactam
blaOXA-201_1_HQ734812	beta-lactam
blaOXA-202_1_HQ734813	beta-lactam
blaOXA-203_1_HQ998857	beta-lactam
blaOXA-204_1_KP027885	beta-lactam
blaOXA-205_1_JF800667	beta-lactam
blaOXA-206_1_AB634250	beta-lactam
blaOXA-207_1_LLFS01000355	beta-lactam
blaOXA-208_1_KF305665	beta-lactam
blaOXA-209_1_JF268688	beta-lactam
blaOXA-210_1_JF795487	beta-lactam
blaOXA-211_1_JN861779	beta-lactam
blaOXA-212_1_JN861780	beta-lactam
blaOXA-213_1_JN861781	beta-lactam
blaOXA-214_1_JN861782	beta-lactam
blaOXA-215_1_JN861783	beta-lactam
blaOXA-216_1_FR865168	beta-lactam
blaOXA-217_1_JN603240	beta-lactam
blaOXA-219_1_JN215211	beta-lactam
blaOXA-223_1_JN248564	beta-lactam
blaOXA-224_1_JN412067	beta-lactam
blaOXA-225_1_JN638887	beta-lactam
blaOXA-226_1_FJ617207	beta-lactam
blaOXA-228_1_JQ422053	beta-lactam
blaOXA-229_1_JQ422052	beta-lactam
blaOXA-230_1_JQ422054	beta-lactam
blaOXA-231_1_JQ326200	beta-lactam
blaOXA-232_1_JX423831	beta-lactam
blaOXA-233_1_KJ657570	beta-lactam
blaOXA-234_1_NG_050607	beta-lactam
blaOXA-235_1_JQ820240	beta-lactam
blaOXA-236_1_JQ820242	beta-lactam
blaOXA-237_1_JQ820241	beta-lactam
blaOXA-239_1_JQ837239	beta-lactam
blaOXA-240_1_JX089628	beta-lactam
blaOXA-241_1_JX025021	beta-lactam
blaOXA-242_1_JX025022	beta-lactam
blaOXA-243_1_AFRQ01000031	beta-lactam
blaOXA-244_1_KP659189	beta-lactam
blaOXA-245_1_JX438001	beta-lactam
blaOXA-246_1_EU886980	beta-lactam
blaOXA-247_1_JX893517	beta-lactam
blaOXA-248_1_HE963769	beta-lactam
blaOXA-249_1_HE963770	beta-lactam
blaOXA-250_1_HE963771	beta-lactam
blaOXA-251_1_JN118546	beta-lactam
blaOXA-252_1_NG_050608	beta-lactam
blaOXA-253_1_KC479324	beta-lactam
blaOXA-254_1_AB781687	beta-lactam
blaOXA-255_1_KC479325	beta-lactam
blaOXA-256_1_HE616889	beta-lactam
blaOXA-257_1_KC567681	beta-lactam
blaOXA-258_1_HE614014	beta-lactam
blaOXA-259_1_KF057028	beta-lactam
blaOXA-260_1_APOR01000009	beta-lactam
blaOXA-261_1_APQV01000009	beta-lactam
blaOXA-262_1_APRA01000005	beta-lactam
blaOXA-263_1_APQY01000006	beta-lactam
blaOXA-264_1_APQQ01000012	beta-lactam
blaOXA-265_1_APQR01000003	beta-lactam
blaOXA-266_1_APPO01000008	beta-lactam
blaOXA-267_1_APQH01000006	beta-lactam
blaOXA-268_1_APOE01000008	beta-lactam
blaOXA-269_1_APQJ01000007	beta-lactam
blaOXA-270_1_APQM01000006	beta-lactam
blaOXA-271_1_APQO01000006	beta-lactam
blaOXA-272_1_LSAL01000001	beta-lactam
blaOXA-273_1_APQN01000012	beta-lactam
blaOXA-274_1_APOS01000038	beta-lactam
blaOXA-275_1_APPJ01000001	beta-lactam
blaOXA-276_1_APPI01000013	beta-lactam
blaOXA-277_1_APPQ01000011	beta-lactam
blaOXA-278_1_KC771279	beta-lactam
blaOXA-279_1_APOM01000058	beta-lactam
blaOXA-280_1_APPZ01000001	beta-lactam
blaOXA-281_1_APON01000041	beta-lactam
blaOXA-282_1_APQS01000019	beta-lactam
blaOXA-283_1_AYHO01000005	beta-lactam
blaOXA-284_1_APRU01000004	beta-lactam
blaOXA-285_1_APRY01000059	beta-lactam
blaOXA-286_1_APOI01000030	beta-lactam
blaOXA-287_1_NG_050609	beta-lactam
blaOXA-288_1_APRN01000033	beta-lactam
blaOXA-289_1_APRM01000005	beta-lactam
blaOXA-290_1_APOK01000044	beta-lactam
blaOXA-291_1_APRL01000010	beta-lactam
blaOXA-292_1_APRO01000007	beta-lactam
blaOXA-293_1_NG_050610	beta-lactam
blaOXA-294_1_APPC01000015	beta-lactam
blaOXA-295_1_APRW01000016	beta-lactam
blaOXA-296_1_APOH01000009	beta-lactam
blaOXA-297_1_APRR01000006	beta-lactam
blaOXA-298_1_APSA01000003	beta-lactam
blaOXA-299_1_APQD01000016	beta-lactam
blaOXA-300_1_APPK01000054	beta-lactam
blaOXA-301_1_APQG01000050	beta-lactam
blaOXA-302_1_APRT01000004	beta-lactam
blaOXA-303_1_APSD01000035	beta-lactam
blaOXA-304_1_APSC01000007	beta-lactam
blaOXA-305_1_APPF01000021	beta-lactam
blaOXA-306_1_APSB01000022	beta-lactam
blaOXA-307_1_NG_050611	beta-lactam
blaOXA-308_1_APPN01000080	beta-lactam
blaOXA-309_1_HF947514	beta-lactam
blaOXA-312_1_KF057029	beta-lactam
blaOXA-313_1_KF057030	beta-lactam
blaOXA-314_1_KF057031	beta-lactam
blaOXA-315_1_KF057032	beta-lactam
blaOXA-316_1_KF057033	beta-lactam
blaOXA-317_1_KF057034	beta-lactam
blaOXA-320_1_KF151169	beta-lactam
blaOXA-322_1_KF203096	beta-lactam
blaOXA-323_1_KF203097	beta-lactam
blaOXA-324_1_KF203098	beta-lactam
blaOXA-325_1_KF203099	beta-lactam
blaOXA-326_1_KF203100	beta-lactam
blaOXA-327_1_KF203101	beta-lactam
blaOXA-328_1_KF203102	beta-lactam
blaOXA-329_1_KF203103	beta-lactam
blaOXA-330_1_KF203104	beta-lactam
blaOXA-331_1_KF203105	beta-lactam
blaOXA-332_1_KF203106	beta-lactam
blaOXA-333_1_KF203107	beta-lactam
blaOXA-334_1_KF203108	beta-lactam
blaOXA-335_1_KF203109	beta-lactam
blaOXA-336_1_KF048907	beta-lactam
blaOXA-337_1_KF048908	beta-lactam
blaOXA-338_1_KF048909	beta-lactam
blaOXA-339_1_KF048911	beta-lactam
blaOXA-340_1_KF048912	beta-lactam
blaOXA-341_1_KF048913	beta-lactam
blaOXA-342_1_KF048915	beta-lactam
blaOXA-343_1_KF048916	beta-lactam
blaOXA-344_1_KF048917	beta-lactam
